[2025-04-01 02:44:08,595]: repeat 1/3
[2025-04-01 02:44:08,595]: Manual random seed:0
[2025-04-01 02:44:08,596]: auto fixed data split seed to 0, model init seed to 0
[2025-04-01 02:44:08,602]: [Dataset-Wisconsin] train_num:120, val_num:80, test_num:51, class_num:5
[2025-04-01 02:44:08,756]: Epoch: 018, Loss:0.7969 Train: 0.7583, Val:0.3625, Test: 0.3725, Time(s/epoch):0.0070
[2025-04-01 02:44:08,764]: Epoch: 019, Loss:0.8291 Train: 0.7667, Val:0.4625, Test: 0.3725, Time(s/epoch):0.0074
[2025-04-01 02:44:08,771]: Epoch: 020, Loss:0.7394 Train: 0.7750, Val:0.4750, Test: 0.4510, Time(s/epoch):0.0070
[2025-04-01 02:44:08,779]: Epoch: 021, Loss:0.6785 Train: 0.7167, Val:0.4500, Test: 0.5098, Time(s/epoch):0.0077
[2025-04-01 02:44:08,787]: Epoch: 022, Loss:0.7333 Train: 0.7333, Val:0.4750, Test: 0.5098, Time(s/epoch):0.0078
[2025-04-01 02:44:08,794]: Epoch: 023, Loss:0.7020 Train: 0.7833, Val:0.4750, Test: 0.4902, Time(s/epoch):0.0073
[2025-04-01 02:44:08,800]: Epoch: 024, Loss:0.6140 Train: 0.8083, Val:0.4875, Test: 0.4706, Time(s/epoch):0.0056
[2025-04-01 02:44:08,807]: Epoch: 025, Loss:0.6542 Train: 0.8000, Val:0.5125, Test: 0.4314, Time(s/epoch):0.0068
[2025-04-01 02:44:08,814]: Epoch: 026, Loss:0.6403 Train: 0.7667, Val:0.4875, Test: 0.3529, Time(s/epoch):0.0069
[2025-04-01 02:44:08,821]: Epoch: 027, Loss:0.5697 Train: 0.7917, Val:0.4625, Test: 0.3529, Time(s/epoch):0.0066
[2025-04-01 02:44:08,828]: Epoch: 028, Loss:0.5941 Train: 0.8000, Val:0.4500, Test: 0.3922, Time(s/epoch):0.0067
[2025-04-01 02:44:08,835]: Epoch: 029, Loss:0.6217 Train: 0.8167, Val:0.4750, Test: 0.3725, Time(s/epoch):0.0075
[2025-04-01 02:44:08,843]: Epoch: 030, Loss:0.5717 Train: 0.7833, Val:0.4750, Test: 0.3922, Time(s/epoch):0.0075
[2025-04-01 02:44:08,849]: Epoch: 031, Loss:0.5729 Train: 0.8083, Val:0.4500, Test: 0.4314, Time(s/epoch):0.0060
[2025-04-01 02:44:08,857]: Epoch: 032, Loss:0.5717 Train: 0.8083, Val:0.4625, Test: 0.4314, Time(s/epoch):0.0076
[2025-04-01 02:44:08,864]: Epoch: 033, Loss:0.5931 Train: 0.8083, Val:0.4625, Test: 0.4314, Time(s/epoch):0.0071
[2025-04-01 02:44:08,872]: Epoch: 034, Loss:0.5617 Train: 0.8167, Val:0.4875, Test: 0.4314, Time(s/epoch):0.0076
[2025-04-01 02:44:08,879]: Epoch: 035, Loss:0.5347 Train: 0.8250, Val:0.4875, Test: 0.4314, Time(s/epoch):0.0065
[2025-04-01 02:44:08,886]: Epoch: 036, Loss:0.5223 Train: 0.8333, Val:0.4750, Test: 0.3725, Time(s/epoch):0.0067
[2025-04-01 02:44:08,892]: Epoch: 037, Loss:0.5347 Train: 0.8417, Val:0.5125, Test: 0.4118, Time(s/epoch):0.0059
[2025-04-01 02:44:08,899]: Epoch: 038, Loss:0.5605 Train: 0.8417, Val:0.5125, Test: 0.3922, Time(s/epoch):0.0070
[2025-04-01 02:44:08,905]: Epoch: 039, Loss:0.5223 Train: 0.8500, Val:0.4875, Test: 0.3922, Time(s/epoch):0.0061
[2025-04-01 02:44:08,911]: Epoch: 040, Loss:0.5224 Train: 0.8583, Val:0.4625, Test: 0.4706, Time(s/epoch):0.0059
[2025-04-01 02:44:08,918]: Epoch: 041, Loss:0.5094 Train: 0.8500, Val:0.4500, Test: 0.4902, Time(s/epoch):0.0066
[2025-04-01 02:44:08,925]: Epoch: 042, Loss:0.5090 Train: 0.8333, Val:0.4750, Test: 0.4706, Time(s/epoch):0.0068
[2025-04-01 02:44:08,931]: Epoch: 043, Loss:0.5321 Train: 0.8250, Val:0.4750, Test: 0.4706, Time(s/epoch):0.0060
[2025-04-01 02:44:08,939]: Epoch: 044, Loss:0.4887 Train: 0.8333, Val:0.4625, Test: 0.4314, Time(s/epoch):0.0076
[2025-04-01 02:44:08,947]: Epoch: 045, Loss:0.5112 Train: 0.8583, Val:0.4750, Test: 0.4118, Time(s/epoch):0.0075
[2025-04-01 02:44:08,954]: Epoch: 046, Loss:0.4784 Train: 0.8500, Val:0.4375, Test: 0.4118, Time(s/epoch):0.0072
[2025-04-01 02:44:08,962]: Epoch: 047, Loss:0.5178 Train: 0.8417, Val:0.4875, Test: 0.4314, Time(s/epoch):0.0077
[2025-04-01 02:44:08,970]: Epoch: 048, Loss:0.4687 Train: 0.8667, Val:0.4750, Test: 0.4314, Time(s/epoch):0.0077
[2025-04-01 02:44:08,977]: Epoch: 049, Loss:0.4601 Train: 0.8500, Val:0.4750, Test: 0.4510, Time(s/epoch):0.0069
[2025-04-01 02:44:08,984]: Epoch: 050, Loss:0.4599 Train: 0.8583, Val:0.4750, Test: 0.4314, Time(s/epoch):0.0071
[2025-04-01 02:44:08,990]: Epoch: 051, Loss:0.4969 Train: 0.8667, Val:0.4750, Test: 0.4314, Time(s/epoch):0.0060
[2025-04-01 02:44:08,997]: Epoch: 052, Loss:0.4814 Train: 0.8583, Val:0.4500, Test: 0.4510, Time(s/epoch):0.0071
[2025-04-01 02:44:09,005]: Epoch: 053, Loss:0.4767 Train: 0.8667, Val:0.4500, Test: 0.4510, Time(s/epoch):0.0074
[2025-04-01 02:44:09,012]: Epoch: 054, Loss:0.4526 Train: 0.8417, Val:0.4375, Test: 0.4902, Time(s/epoch):0.0070
[2025-04-01 02:44:09,018]: Epoch: 055, Loss:0.5074 Train: 0.8750, Val:0.4500, Test: 0.4706, Time(s/epoch):0.0061
[2025-04-01 02:44:09,025]: Epoch: 056, Loss:0.4296 Train: 0.8917, Val:0.4875, Test: 0.4510, Time(s/epoch):0.0068
[2025-04-01 02:44:09,033]: Epoch: 057, Loss:0.3935 Train: 0.8750, Val:0.4875, Test: 0.4510, Time(s/epoch):0.0070
[2025-04-01 02:44:09,039]: Epoch: 058, Loss:0.4456 Train: 0.8833, Val:0.4875, Test: 0.4314, Time(s/epoch):0.0064
[2025-04-01 02:44:09,047]: Epoch: 059, Loss:0.4505 Train: 0.9000, Val:0.4500, Test: 0.4118, Time(s/epoch):0.0074
[2025-04-01 02:44:09,054]: Epoch: 060, Loss:0.4204 Train: 0.8583, Val:0.4750, Test: 0.4902, Time(s/epoch):0.0076
[2025-04-01 02:44:09,061]: Epoch: 061, Loss:0.4536 Train: 0.8417, Val:0.4875, Test: 0.4510, Time(s/epoch):0.0060
[2025-04-01 02:44:09,068]: Epoch: 062, Loss:0.4191 Train: 0.8750, Val:0.4750, Test: 0.4314, Time(s/epoch):0.0069
[2025-04-01 02:44:09,075]: Epoch: 063, Loss:0.4433 Train: 0.8583, Val:0.5125, Test: 0.4510, Time(s/epoch):0.0068
[2025-04-01 02:44:09,081]: Epoch: 064, Loss:0.5370 Train: 0.8750, Val:0.5000, Test: 0.4314, Time(s/epoch):0.0060
[2025-04-01 02:44:09,088]: Epoch: 065, Loss:0.4771 Train: 0.8750, Val:0.4500, Test: 0.4118, Time(s/epoch):0.0075
[2025-04-01 02:44:09,096]: Epoch: 066, Loss:0.4368 Train: 0.8667, Val:0.4500, Test: 0.4118, Time(s/epoch):0.0072
[2025-04-01 02:44:09,104]: Epoch: 067, Loss:0.3943 Train: 0.8750, Val:0.4625, Test: 0.4118, Time(s/epoch):0.0078
[2025-04-01 02:44:09,111]: Epoch: 068, Loss:0.4934 Train: 0.8750, Val:0.4750, Test: 0.3922, Time(s/epoch):0.0072
[2025-04-01 02:44:09,117]: Epoch: 069, Loss:0.4561 Train: 0.8833, Val:0.4625, Test: 0.4510, Time(s/epoch):0.0063
[2025-04-01 02:44:09,124]: Epoch: 070, Loss:0.4157 Train: 0.8917, Val:0.4500, Test: 0.4510, Time(s/epoch):0.0061
[2025-04-01 02:44:09,131]: Epoch: 071, Loss:0.4673 Train: 0.8917, Val:0.4625, Test: 0.4510, Time(s/epoch):0.0072
[2025-04-01 02:44:09,138]: Epoch: 072, Loss:0.3909 Train: 0.8917, Val:0.4500, Test: 0.4510, Time(s/epoch):0.0067
[2025-04-01 02:44:09,144]: Epoch: 073, Loss:0.4482 Train: 0.8750, Val:0.4500, Test: 0.4902, Time(s/epoch):0.0063
[2025-04-01 02:44:09,151]: Epoch: 074, Loss:0.3886 Train: 0.8833, Val:0.4250, Test: 0.5098, Time(s/epoch):0.0060
[2025-04-01 02:44:09,157]: Epoch: 075, Loss:0.4006 Train: 0.8667, Val:0.4375, Test: 0.5098, Time(s/epoch):0.0066
[2025-04-01 02:44:09,165]: Epoch: 076, Loss:0.3928 Train: 0.8750, Val:0.4500, Test: 0.5294, Time(s/epoch):0.0070
[2025-04-01 02:44:09,171]: Epoch: 077, Loss:0.4357 Train: 0.9000, Val:0.4250, Test: 0.4706, Time(s/epoch):0.0062
[2025-04-01 02:44:09,179]: Epoch: 078, Loss:0.4716 Train: 0.9000, Val:0.4750, Test: 0.4314, Time(s/epoch):0.0079
[2025-04-01 02:44:09,185]: Epoch: 079, Loss:0.4003 Train: 0.8917, Val:0.4750, Test: 0.4510, Time(s/epoch):0.0062
[2025-04-01 02:44:09,192]: Epoch: 080, Loss:0.4338 Train: 0.8750, Val:0.4375, Test: 0.4314, Time(s/epoch):0.0069
[2025-04-01 02:44:09,199]: Epoch: 081, Loss:0.4577 Train: 0.8833, Val:0.4875, Test: 0.4118, Time(s/epoch):0.0067
[2025-04-01 02:44:09,207]: Epoch: 082, Loss:0.3890 Train: 0.8833, Val:0.4875, Test: 0.4706, Time(s/epoch):0.0074
[2025-04-01 02:44:09,213]: Epoch: 083, Loss:0.3712 Train: 0.8917, Val:0.4875, Test: 0.4510, Time(s/epoch):0.0063
[2025-04-01 02:44:09,221]: Epoch: 084, Loss:0.4049 Train: 0.8667, Val:0.4750, Test: 0.4706, Time(s/epoch):0.0073
[2025-04-01 02:44:09,228]: Epoch: 085, Loss:0.4031 Train: 0.9000, Val:0.4375, Test: 0.4706, Time(s/epoch):0.0074
[2025-04-01 02:44:09,236]: Epoch: 086, Loss:0.3883 Train: 0.8750, Val:0.4500, Test: 0.4706, Time(s/epoch):0.0075
[2025-04-01 02:44:09,244]: Epoch: 087, Loss:0.5522 Train: 0.8750, Val:0.4625, Test: 0.4706, Time(s/epoch):0.0080
[2025-04-01 02:44:09,250]: Epoch: 088, Loss:0.4190 Train: 0.8833, Val:0.4750, Test: 0.4510, Time(s/epoch):0.0056
[2025-04-01 02:44:09,257]: Epoch: 089, Loss:0.3910 Train: 0.8833, Val:0.4750, Test: 0.4706, Time(s/epoch):0.0072
[2025-04-01 02:44:09,264]: Epoch: 090, Loss:0.4562 Train: 0.8917, Val:0.4500, Test: 0.4314, Time(s/epoch):0.0064
[2025-04-01 02:44:09,270]: Epoch: 091, Loss:0.4074 Train: 0.8917, Val:0.4250, Test: 0.4902, Time(s/epoch):0.0060
[2025-04-01 02:44:09,277]: Epoch: 092, Loss:0.3783 Train: 0.8833, Val:0.4125, Test: 0.4902, Time(s/epoch):0.0065
[2025-04-01 02:44:09,285]: Epoch: 093, Loss:0.4620 Train: 0.9083, Val:0.4625, Test: 0.4314, Time(s/epoch):0.0080
[2025-04-01 02:44:09,292]: Epoch: 094, Loss:0.4095 Train: 0.8750, Val:0.4625, Test: 0.4706, Time(s/epoch):0.0065
[2025-04-01 02:44:09,299]: Epoch: 095, Loss:0.3851 Train: 0.8417, Val:0.4250, Test: 0.4510, Time(s/epoch):0.0074
[2025-04-01 02:44:09,306]: Epoch: 096, Loss:0.4681 Train: 0.8583, Val:0.4375, Test: 0.4510, Time(s/epoch):0.0072
[2025-04-01 02:44:09,314]: Epoch: 097, Loss:0.4275 Train: 0.8917, Val:0.4625, Test: 0.4706, Time(s/epoch):0.0074
[2025-04-01 02:44:09,320]: Epoch: 098, Loss:0.3434 Train: 0.8750, Val:0.4250, Test: 0.4510, Time(s/epoch):0.0058
[2025-04-01 02:44:09,327]: Epoch: 099, Loss:0.4609 Train: 0.8667, Val:0.4000, Test: 0.4118, Time(s/epoch):0.0065
[2025-04-01 02:44:09,334]: Epoch: 100, Loss:0.4282 Train: 0.8917, Val:0.3875, Test: 0.4510, Time(s/epoch):0.0068
[2025-04-01 02:44:09,342]: Epoch: 101, Loss:0.3925 Train: 0.8583, Val:0.4375, Test: 0.4510, Time(s/epoch):0.0079
[2025-04-01 02:44:09,349]: Epoch: 102, Loss:0.3740 Train: 0.8500, Val:0.4500, Test: 0.4118, Time(s/epoch):0.0065
[2025-04-01 02:44:09,356]: Epoch: 103, Loss:0.5295 Train: 0.8917, Val:0.4375, Test: 0.4510, Time(s/epoch):0.0072
[2025-04-01 02:44:09,364]: Epoch: 104, Loss:0.4333 Train: 0.9083, Val:0.4375, Test: 0.5098, Time(s/epoch):0.0075
[2025-04-01 02:44:09,370]: Epoch: 105, Loss:0.4095 Train: 0.9083, Val:0.4250, Test: 0.4510, Time(s/epoch):0.0060
[2025-04-01 02:44:09,377]: Epoch: 106, Loss:0.3866 Train: 0.9083, Val:0.4125, Test: 0.4510, Time(s/epoch):0.0073
[2025-04-01 02:44:09,385]: Epoch: 107, Loss:0.4327 Train: 0.8833, Val:0.4250, Test: 0.4706, Time(s/epoch):0.0074
[2025-04-01 02:44:09,392]: Epoch: 108, Loss:0.4124 Train: 0.9167, Val:0.4625, Test: 0.4902, Time(s/epoch):0.0071
[2025-04-01 02:44:09,398]: Epoch: 109, Loss:0.3922 Train: 0.9000, Val:0.4375, Test: 0.4706, Time(s/epoch):0.0061
[2025-04-01 02:44:09,406]: Epoch: 110, Loss:0.3859 Train: 0.8833, Val:0.4375, Test: 0.4706, Time(s/epoch):0.0073
[2025-04-01 02:44:09,414]: Epoch: 111, Loss:0.4144 Train: 0.9083, Val:0.4375, Test: 0.4706, Time(s/epoch):0.0078
[2025-04-01 02:44:09,420]: Epoch: 112, Loss:0.4225 Train: 0.9250, Val:0.4375, Test: 0.4510, Time(s/epoch):0.0056
[2025-04-01 02:44:09,426]: Epoch: 113, Loss:0.3521 Train: 0.8917, Val:0.4000, Test: 0.4706, Time(s/epoch):0.0066
[2025-04-01 02:44:09,432]: Epoch: 114, Loss:0.3370 Train: 0.9000, Val:0.3875, Test: 0.4510, Time(s/epoch):0.0059
[2025-04-01 02:44:09,439]: Epoch: 115, Loss:0.4053 Train: 0.9083, Val:0.4250, Test: 0.4510, Time(s/epoch):0.0065
[2025-04-01 02:44:09,446]: Epoch: 116, Loss:0.3905 Train: 0.8917, Val:0.4375, Test: 0.4706, Time(s/epoch):0.0067
[2025-04-01 02:44:09,453]: Epoch: 117, Loss:0.3467 Train: 0.8917, Val:0.4500, Test: 0.4902, Time(s/epoch):0.0068
[2025-04-01 02:44:09,460]: Epoch: 118, Loss:0.3596 Train: 0.9000, Val:0.4500, Test: 0.5098, Time(s/epoch):0.0069
[2025-04-01 02:44:09,468]: Epoch: 119, Loss:0.3612 Train: 0.9250, Val:0.4625, Test: 0.4706, Time(s/epoch):0.0073
[2025-04-01 02:44:09,475]: Epoch: 120, Loss:0.3512 Train: 0.9333, Val:0.4000, Test: 0.4510, Time(s/epoch):0.0071
[2025-04-01 02:44:09,482]: Epoch: 121, Loss:0.3649 Train: 0.9083, Val:0.4250, Test: 0.4706, Time(s/epoch):0.0069
[2025-04-01 02:44:09,488]: Epoch: 122, Loss:0.3575 Train: 0.8750, Val:0.4250, Test: 0.4118, Time(s/epoch):0.0060
[2025-04-01 02:44:09,496]: Epoch: 123, Loss:0.4635 Train: 0.9000, Val:0.4500, Test: 0.4706, Time(s/epoch):0.0073
[2025-04-01 02:44:09,502]: Epoch: 124, Loss:0.3667 Train: 0.8750, Val:0.4500, Test: 0.4510, Time(s/epoch):0.0060
[2025-04-01 02:44:09,509]: Epoch: 125, Loss:0.4746 Train: 0.9250, Val:0.4500, Test: 0.4902, Time(s/epoch):0.0070
[2025-04-01 02:44:09,517]: Epoch: 126, Loss:0.4634 Train: 0.9250, Val:0.4375, Test: 0.4314, Time(s/epoch):0.0076
[2025-04-01 02:44:09,524]: Epoch: 127, Loss:0.3749 Train: 0.8917, Val:0.4375, Test: 0.4510, Time(s/epoch):0.0073
[2025-04-01 02:44:09,532]: Epoch: 128, Loss:0.4335 Train: 0.9083, Val:0.4375, Test: 0.4118, Time(s/epoch):0.0072
[2025-04-01 02:44:09,539]: Epoch: 129, Loss:0.3708 Train: 0.8917, Val:0.4500, Test: 0.4314, Time(s/epoch):0.0075
[2025-04-01 02:44:09,547]: Epoch: 130, Loss:0.3906 Train: 0.9000, Val:0.4625, Test: 0.4510, Time(s/epoch):0.0073
[2025-04-01 02:44:09,553]: Epoch: 131, Loss:0.3830 Train: 0.9167, Val:0.4500, Test: 0.4314, Time(s/epoch):0.0061
[2025-04-01 02:44:09,559]: Epoch: 132, Loss:0.3554 Train: 0.9000, Val:0.4375, Test: 0.4314, Time(s/epoch):0.0060
[2025-04-01 02:44:09,566]: Epoch: 133, Loss:0.3567 Train: 0.9000, Val:0.4375, Test: 0.4314, Time(s/epoch):0.0062
[2025-04-01 02:44:09,573]: Epoch: 134, Loss:0.4018 Train: 0.8833, Val:0.4500, Test: 0.4314, Time(s/epoch):0.0069
[2025-04-01 02:44:09,579]: Epoch: 135, Loss:0.3733 Train: 0.8750, Val:0.4500, Test: 0.4314, Time(s/epoch):0.0060
[2025-04-01 02:44:09,586]: Epoch: 136, Loss:0.3730 Train: 0.8833, Val:0.4375, Test: 0.4314, Time(s/epoch):0.0072
[2025-04-01 02:44:09,594]: Epoch: 137, Loss:0.3415 Train: 0.9000, Val:0.4500, Test: 0.4314, Time(s/epoch):0.0075
[2025-04-01 02:44:09,600]: Epoch: 138, Loss:0.3526 Train: 0.9083, Val:0.4500, Test: 0.4314, Time(s/epoch):0.0064
[2025-04-01 02:44:09,607]: Epoch: 139, Loss:0.3375 Train: 0.9083, Val:0.4500, Test: 0.4314, Time(s/epoch):0.0067
[2025-04-01 02:44:09,615]: Epoch: 140, Loss:0.3312 Train: 0.9250, Val:0.4375, Test: 0.4314, Time(s/epoch):0.0071
[2025-04-01 02:44:09,621]: Epoch: 141, Loss:0.3237 Train: 0.9333, Val:0.4250, Test: 0.4510, Time(s/epoch):0.0059
[2025-04-01 02:44:09,628]: Epoch: 142, Loss:0.3359 Train: 0.9167, Val:0.4000, Test: 0.4510, Time(s/epoch):0.0073
[2025-04-01 02:44:09,635]: Epoch: 143, Loss:0.3239 Train: 0.9083, Val:0.4000, Test: 0.4510, Time(s/epoch):0.0068
[2025-04-01 02:44:09,644]: Epoch: 144, Loss:0.3538 Train: 0.9167, Val:0.4125, Test: 0.4706, Time(s/epoch):0.0083
[2025-04-01 02:44:09,651]: Epoch: 145, Loss:0.3588 Train: 0.9167, Val:0.4250, Test: 0.4510, Time(s/epoch):0.0069
[2025-04-01 02:44:09,658]: Epoch: 146, Loss:0.3364 Train: 0.9167, Val:0.4500, Test: 0.4706, Time(s/epoch):0.0072
[2025-04-01 02:44:09,666]: Epoch: 147, Loss:0.4459 Train: 0.9083, Val:0.4375, Test: 0.4510, Time(s/epoch):0.0077
[2025-04-01 02:44:09,674]: Epoch: 148, Loss:0.3773 Train: 0.9083, Val:0.4250, Test: 0.4510, Time(s/epoch):0.0077
[2025-04-01 02:44:09,681]: Epoch: 149, Loss:0.3644 Train: 0.9167, Val:0.4000, Test: 0.4706, Time(s/epoch):0.0074
[2025-04-01 02:44:09,689]: Epoch: 150, Loss:0.4067 Train: 0.9333, Val:0.3750, Test: 0.4314, Time(s/epoch):0.0074
[2025-04-01 02:44:09,697]: Epoch: 151, Loss:0.3401 Train: 0.8917, Val:0.4125, Test: 0.4118, Time(s/epoch):0.0076
[2025-04-01 02:44:09,703]: Epoch: 152, Loss:0.3860 Train: 0.8833, Val:0.4500, Test: 0.4706, Time(s/epoch):0.0063
[2025-04-01 02:44:09,711]: Epoch: 153, Loss:0.3658 Train: 0.9000, Val:0.4625, Test: 0.4510, Time(s/epoch):0.0072
[2025-04-01 02:44:09,719]: Epoch: 154, Loss:0.3689 Train: 0.9250, Val:0.4500, Test: 0.4902, Time(s/epoch):0.0085
[2025-04-01 02:44:09,728]: Epoch: 155, Loss:0.3593 Train: 0.9333, Val:0.4375, Test: 0.4706, Time(s/epoch):0.0086
[2025-04-01 02:44:09,734]: Epoch: 156, Loss:0.3266 Train: 0.9250, Val:0.4125, Test: 0.4314, Time(s/epoch):0.0061
[2025-04-01 02:44:09,740]: Epoch: 157, Loss:0.3379 Train: 0.9250, Val:0.4000, Test: 0.4510, Time(s/epoch):0.0057
[2025-04-01 02:44:09,748]: Epoch: 158, Loss:0.3480 Train: 0.9333, Val:0.4000, Test: 0.4510, Time(s/epoch):0.0073
[2025-04-01 02:44:09,756]: Epoch: 159, Loss:0.3984 Train: 0.9167, Val:0.4125, Test: 0.4902, Time(s/epoch):0.0079
[2025-04-01 02:44:09,762]: Epoch: 160, Loss:0.3471 Train: 0.9250, Val:0.4250, Test: 0.4706, Time(s/epoch):0.0060
[2025-04-01 02:44:09,770]: Epoch: 161, Loss:0.3825 Train: 0.9000, Val:0.4500, Test: 0.4902, Time(s/epoch):0.0084
[2025-04-01 02:44:09,777]: Epoch: 162, Loss:0.3487 Train: 0.8917, Val:0.4750, Test: 0.4510, Time(s/epoch):0.0064
[2025-04-01 02:44:09,785]: Epoch: 163, Loss:0.3371 Train: 0.8917, Val:0.4750, Test: 0.4510, Time(s/epoch):0.0080
[2025-04-01 02:44:09,792]: Epoch: 164, Loss:0.3957 Train: 0.9167, Val:0.4875, Test: 0.4706, Time(s/epoch):0.0066
[2025-04-01 02:44:09,800]: Epoch: 165, Loss:0.3478 Train: 0.9167, Val:0.4625, Test: 0.4902, Time(s/epoch):0.0076
[2025-04-01 02:44:09,807]: Epoch: 166, Loss:0.3601 Train: 0.9333, Val:0.4625, Test: 0.4902, Time(s/epoch):0.0074
[2025-04-01 02:44:09,814]: Epoch: 167, Loss:0.3133 Train: 0.9250, Val:0.4625, Test: 0.4902, Time(s/epoch):0.0062
[2025-04-01 02:44:09,820]: Epoch: 168, Loss:0.3710 Train: 0.9250, Val:0.4000, Test: 0.4902, Time(s/epoch):0.0063
[2025-04-01 02:44:09,827]: Epoch: 169, Loss:0.3292 Train: 0.9500, Val:0.4000, Test: 0.4314, Time(s/epoch):0.0067
[2025-04-01 02:44:09,834]: Epoch: 170, Loss:0.3211 Train: 0.9500, Val:0.4000, Test: 0.4510, Time(s/epoch):0.0067
[2025-04-01 02:44:09,842]: Epoch: 171, Loss:0.3099 Train: 0.9250, Val:0.4125, Test: 0.4706, Time(s/epoch):0.0080
[2025-04-01 02:44:09,849]: Epoch: 172, Loss:0.3860 Train: 0.9083, Val:0.4125, Test: 0.5294, Time(s/epoch):0.0069
[2025-04-01 02:44:09,856]: Epoch: 173, Loss:0.3281 Train: 0.9333, Val:0.4375, Test: 0.5098, Time(s/epoch):0.0065
[2025-04-01 02:44:09,864]: Epoch: 174, Loss:0.3600 Train: 0.9250, Val:0.4500, Test: 0.4902, Time(s/epoch):0.0077
[2025-04-01 02:44:09,870]: Epoch: 175, Loss:0.3472 Train: 0.9250, Val:0.4625, Test: 0.4118, Time(s/epoch):0.0059
[2025-04-01 02:44:09,876]: Epoch: 176, Loss:0.3286 Train: 0.8917, Val:0.4375, Test: 0.4510, Time(s/epoch):0.0063
[2025-04-01 02:44:09,883]: Epoch: 177, Loss:0.3757 Train: 0.8917, Val:0.4250, Test: 0.4510, Time(s/epoch):0.0068
[2025-04-01 02:44:09,889]: Epoch: 178, Loss:0.3933 Train: 0.9417, Val:0.4375, Test: 0.4510, Time(s/epoch):0.0061
[2025-04-01 02:44:09,897]: Epoch: 179, Loss:0.2983 Train: 0.9000, Val:0.4625, Test: 0.5098, Time(s/epoch):0.0074
[2025-04-01 02:44:09,904]: Epoch: 180, Loss:0.3938 Train: 0.9000, Val:0.4625, Test: 0.5098, Time(s/epoch):0.0072
[2025-04-01 02:44:09,911]: Epoch: 181, Loss:0.4059 Train: 0.9250, Val:0.4500, Test: 0.4510, Time(s/epoch):0.0070
[2025-04-01 02:44:09,920]: Epoch: 182, Loss:0.4103 Train: 0.9083, Val:0.4125, Test: 0.4902, Time(s/epoch):0.0084
[2025-04-01 02:44:09,928]: Epoch: 183, Loss:0.3734 Train: 0.8583, Val:0.4250, Test: 0.4706, Time(s/epoch):0.0081
[2025-04-01 02:44:09,935]: Epoch: 184, Loss:0.4405 Train: 0.8667, Val:0.4125, Test: 0.4314, Time(s/epoch):0.0066
[2025-04-01 02:44:09,941]: Epoch: 185, Loss:0.3568 Train: 0.8750, Val:0.4375, Test: 0.4510, Time(s/epoch):0.0064
